state,date,year,month,unemployment_rate
Arizona,2021-06-01,2021,6,6.0
Arizona,2021-07-01,2021,7,5.4
Arizona,2021-08-01,2021,8,4.9
Arizona,2021-09-01,2021,9,4.3
Arizona,2021-10-01,2021,10,3.8
Arizona,2021-11-01,2021,11,3.4
Arizona,2021-12-01,2021,12,3.1
Arizona,2022-01-01,2022,1,3.8
Arizona,2022-02-01,2022,2,3.6
Arizona,2022-03-01,2022,3,3.3
Arizona,2022-04-01,2022,4,3.4
Arizona,2022-05-01,2022,5,3.6
Arizona,2022-06-01,2022,6,4.2
Arizona,2022-07-01,2022,7,4.2
Arizona,2022-08-01,2022,8,4.3
Arizona,2022-09-01,2022,9,3.9
Arizona,2022-10-01,2022,10,3.8
Arizona,2022-11-01,2022,11,3.5
Arizona,2022-12-01,2022,12,3.3
Arizona,2023-01-01,2023,1,3.5
Arizona,2023-02-01,2023,2,3.5
Arizona,2023-03-01,2023,3,3.4
Arizona,2023-04-01,2023,4,3.3
Arizona,2023-05-01,2023,5,3.7
Arizona,2023-06-01,2023,6,4.1
Arizona,2023-07-01,2023,7,4.2
Arizona,2023-08-01,2023,8,4.2
Arizona,2023-09-01,2023,9,3.9
Arizona,2023-10-01,2023,10,3.8
Arizona,2023-11-01,2023,11,3.4
Arizona,2023-12-01,2023,12,3.2
Arizona,2024-01-01,2024,1,3.4
Arizona,2024-02-01,2024,2,3.3
Arizona,2024-03-01,2024,3,3.0
Arizona,2024-04-01,2024,4,2.9
Arizona,2024-05-01,2024,5,3.3
Arizona,2024-06-01,2024,6,4.0
Arizona,2024-07-01,2024,7,4.3
Arizona,2024-08-01,2024,8,4.2
Arizona,2024-09-01,2024,9,3.8
Arizona,2024-10-01,2024,10,3.8
Arizona,2024-11-01,2024,11,3.7
Arizona,2024-12-01,2024,12,3.5
Arizona,2025-01-01,2025,1,3.9
Arizona,2025-02-01,2025,2,3.9
Arizona,2025-03-01,2025,3,4.0
Arizona,2025-04-01,2025,4,3.5
Arizona,2025-05-01,2025,5,4.1
Arizona,2025-06-01,2025,6,4.5
Arizona,2025-07-01,2025,7,4.7
Arizona,2025-08-01,2025,8,4.8
Arizona,2025-09-01,2025,9,4.7
Arizona,2025-10-01,2025,10,
Arizona,2025-11-01,2025,11,4.3
Arizona,2025-12-01,2025,12,4.0
Arkansas,2006-01-01,2006,1,5.5
Arkansas,2006-02-01,2006,2,5.6
Arkansas,2006-03-01,2006,3,5.2
Arkansas,2006-04-01,2006,4,5.1
Arkansas,2006-05-01,2006,5,5.1
Arkansas,2006-06-01,2006,6,5.5
Arkansas,2006-07-01,2006,7,5.7
Arkansas,2006-08-01,2006,8,5.2
Arkansas,2006-09-01,2006,9,5.0
Arkansas,2006-10-01,2006,10,4.6
Arkansas,2006-11-01,2006,11,4.9
Arkansas,2006-12-01,2006,12,5.1
Arkansas,2007-01-01,2007,1,6.0
Arkansas,2007-02-01,2007,2,5.8
Arkansas,2007-03-01,2007,3,5.3
Arkansas,2007-04-01,2007,4,5.2
Arkansas,2007-05-01,2007,5,5.3
Arkansas,2007-06-01,2007,6,5.7
Arkansas,2007-07-01,2007,7,6.0
Arkansas,2007-08-01,2007,8,5.4
Arkansas,2007-09-01,2007,9,5.3
Arkansas,2007-10-01,2007,10,4.8
Arkansas,2007-11-01,2007,11,4.8
Arkansas,2007-12-01,2007,12,5.3
Arkansas,2008-01-01,2008,1,5.8
Arkansas,2008-02-01,2008,2,5.3
Arkansas,2008-03-01,2008,3,5.0
Arkansas,2008-04-01,2008,4,4.5
Arkansas,2008-05-01,2008,5,5.0
Arkansas,2008-06-01,2008,6,5.4
Arkansas,2008-07-01,2008,7,5.6
Arkansas,2008-08-01,2008,8,5.4
Arkansas,2008-09-01,2008,9,5.3
Arkansas,2008-10-01,2008,10,5.3
Arkansas,2008-11-01,2008,11,5.7
Arkansas,2008-12-01,2008,12,6.5
Arkansas,2009-01-01,2009,1,7.8
Arkansas,2009-02-01,2009,2,8.0
Arkansas,2009-03-01,2009,3,7.8
Arkansas,2009-04-01,2009,4,7.4
Arkansas,2009-05-01,2009,5,7.8
Arkansas,2009-06-01,2009,6,8.2
Arkansas,2009-07-01,2009,7,8.2
Arkansas,2009-08-01,2009,8,7.6
Arkansas,2009-09-01,2009,9,7.4
Arkansas,2009-10-01,2009,10,7.3
Arkansas,2009-11-01,2009,11,7.3
Arkansas,2009-12-01,2009,12,7.8
Arkansas,2010-01-01,2010,1,8.7
Arkansas,2010-02-01,2010,2,8.6
Arkansas,2010-03-01,2010,3,8.1
Arkansas,2010-04-01,2010,4,7.5
Arkansas,2010-05-01,2010,5,7.5
Arkansas,2010-06-01,2010,6,7.8
Arkansas,2010-07-01,2010,7,8.1
Arkansas,2010-08-01,2010,8,7.7
Arkansas,2010-09-01,2010,9,7.5
Arkansas,2010-10-01,2010,10,7.2
Arkansas,2010-11-01,2010,11,7.6
Arkansas,2010-12-01,2010,12,7.8
Arkansas,2011-01-01,2011,1,8.9
Arkansas,2011-02-01,2011,2,8.6
Arkansas,2011-03-01,2011,3,8.0
Arkansas,2011-04-01,2011,4,7.5
Arkansas,2011-05-01,2011,5,7.7
Arkansas,2011-06-01,2011,6,8.3
Arkansas,2011-07-01,2011,7,8.3
Arkansas,2011-08-01,2011,8,7.9
Arkansas,2011-09-01,2011,9,7.7
Arkansas,2011-10-01,2011,10,7.2
Arkansas,2011-11-01,2011,11,7.1
Arkansas,2011-12-01,2011,12,7.5
Arkansas,2012-01-01,2012,1,8.2
Arkansas,2012-02-01,2012,2,7.9
Arkansas,2012-03-01,2012,3,7.3
Arkansas,2012-04-01,2012,4,6.7
Arkansas,2012-05-01,2012,5,7.1
Arkansas,2012-06-01,2012,6,7.6
Arkansas,2012-07-01,2012,7,7.9
Arkansas,2012-08-01,2012,8,7.2
Arkansas,2012-09-01,2012,9,6.8
Arkansas,2012-10-01,2012,10,6.6
Arkansas,2012-11-01,2012,11,6.5
Arkansas,2012-12-01,2012,12,7.1
Arkansas,2013-01-01,2013,1,8.2
Arkansas,2013-02-01,2013,2,7.7
Arkansas,2013-03-01,2013,3,7.1
Arkansas,2013-04-01,2013,4,6.7
Arkansas,2013-05-01,2013,5,7.0
Arkansas,2013-06-01,2013,6,7.5
Arkansas,2013-07-01,2013,7,7.5
Arkansas,2013-08-01,2013,8,7.0
Arkansas,2013-09-01,2013,9,6.7
Arkansas,2013-10-01,2013,10,6.5
Arkansas,2013-11-01,2013,11,6.3
Arkansas,2013-12-01,2013,12,6.4
Arkansas,2014-01-01,2014,1,7.0
Arkansas,2014-02-01,2014,2,6.8
Arkansas,2014-03-01,2014,3,6.3
Arkansas,2014-04-01,2014,4,5.5
Arkansas,2014-05-01,2014,5,5.7
Arkansas,2014-06-01,2014,6,6.0
Arkansas,2014-07-01,2014,7,6.4
Arkansas,2014-08-01,2014,8,5.9
Arkansas,2014-09-01,2014,9,5.4
Arkansas,2014-10-01,2014,10,5.0
Arkansas,2014-11-01,2014,11,5.1
Arkansas,2014-12-01,2014,12,5.3
Arkansas,2015-01-01,2015,1,6.2
Arkansas,2015-02-01,2015,2,5.8
Arkansas,2015-03-01,2015,3,5.4
Arkansas,2015-04-01,2015,4,5.0
Arkansas,2015-05-01,2015,5,5.2
Arkansas,2015-06-01,2015,6,5.3
Arkansas,2015-07-01,2015,7,5.4
Arkansas,2015-08-01,2015,8,4.7
Arkansas,2015-09-01,2015,9,4.4
Arkansas,2015-10-01,2015,10,4.0
Arkansas,2015-11-01,2015,11,4.0
Arkansas,2015-12-01,2015,12,4.2
Arkansas,2016-01-01,2016,1,4.7
Arkansas,2016-02-01,2016,2,4.6
Arkansas,2016-03-01,2016,3,4.1
Arkansas,2016-04-01,2016,4,3.6
Arkansas,2016-05-01,2016,5,3.7
Arkansas,2016-06-01,2016,6,4.3
Arkansas,2016-07-01,2016,7,4.4
Arkansas,2016-08-01,2016,8,4.0
Arkansas,2016-09-01,2016,9,3.8
Arkansas,2016-10-01,2016,10,3.4
Arkansas,2016-11-01,2016,11,3.4
Arkansas,2016-12-01,2016,12,3.7
Arkansas,2017-01-01,2017,1,4.4
Arkansas,2017-02-01,2017,2,4.3
Arkansas,2017-03-01,2017,3,3.7
Arkansas,2017-04-01,2017,4,3.3
Arkansas,2017-05-01,2017,5,3.5
Arkansas,2017-06-01,2017,6,4.0
Arkansas,2017-07-01,2017,7,4.2
Arkansas,2017-08-01,2017,8,3.9
Arkansas,2017-09-01,2017,9,3.5
Arkansas,2017-10-01,2017,10,3.2
Arkansas,2017-11-01,2017,11,3.3
Arkansas,2017-12-01,2017,12,3.6
Arkansas,2018-01-01,2018,1,4.4
Arkansas,2018-02-01,2018,2,4.2
Arkansas,2018-03-01,2018,3,3.8
Arkansas,2018-04-01,2018,4,3.4
Arkansas,2018-05-01,2018,5,3.3
Arkansas,2018-06-01,2018,6,4.0
Arkansas,2018-07-01,2018,7,4.0
Arkansas,2018-08-01,2018,8,3.5
Arkansas,2018-09-01,2018,9,3.3
Arkansas,2018-10-01,2018,10,3.1
Arkansas,2018-11-01,2018,11,3.1
Arkansas,2018-12-01,2018,12,3.5
Arkansas,2019-01-01,2019,1,4.4
Arkansas,2019-02-01,2019,2,4.0
Arkansas,2019-03-01,2019,3,3.5
Arkansas,2019-04-01,2019,4,3.0
Arkansas,2019-05-01,2019,5,3.2
Arkansas,2019-06-01,2019,6,3.8
Arkansas,2019-07-01,2019,7,4.1
Arkansas,2019-08-01,2019,8,3.5
Arkansas,2019-09-01,2019,9,3.2
Arkansas,2019-10-01,2019,10,2.9
Arkansas,2019-11-01,2019,11,3.0
Arkansas,2019-12-01,2019,12,3.3
Arkansas,2020-01-01,2020,1,4.0
Arkansas,2020-02-01,2020,2,3.7
Arkansas,2020-03-01,2020,3,5.3
Arkansas,2020-04-01,2020,4,9.6
Arkansas,2020-05-01,2020,5,8.8
Arkansas,2020-06-01,2020,6,8.2
Arkansas,2020-07-01,2020,7,8.1
Arkansas,2020-08-01,2020,8,6.3
Arkansas,2020-09-01,2020,9,5.7
Arkansas,2020-10-01,2020,10,4.6
Arkansas,2020-11-01,2020,11,4.5
Arkansas,2020-12-01,2020,12,4.8
Arkansas,2021-01-01,2021,1,5.4
Arkansas,2021-02-01,2021,2,5.3
Arkansas,2021-03-01,2021,3,4.7
Arkansas,2021-04-01,2021,4,4.3
Arkansas,2021-05-01,2021,5,4.2
Arkansas,2021-06-01,2021,6,4.8
Arkansas,2021-07-01,2021,7,4.5
Arkansas,2021-08-01,2021,8,3.8
Arkansas,2021-09-01,2021,9,3.2
Arkansas,2021-10-01,2021,10,2.7
Arkansas,2021-11-01,2021,11,2.6
Arkansas,2021-12-01,2021,12,2.8
Arkansas,2022-01-01,2022,1,3.8
Arkansas,2022-02-01,2022,2,3.6
Arkansas,2022-03-01,2022,3,3.1
Arkansas,2022-04-01,2022,4,2.9
Arkansas,2022-05-01,2022,5,3.0
Arkansas,2022-06-01,2022,6,3.6
Arkansas,2022-07-01,2022,7,3.7
Arkansas,2022-08-01,2022,8,3.4
Arkansas,2022-09-01,2022,9,3.0
Arkansas,2022-10-01,2022,10,2.6
Arkansas,2022-11-01,2022,11,2.6
Arkansas,2022-12-01,2022,12,2.7
Arkansas,2023-01-01,2023,1,3.4
Arkansas,2023-02-01,2023,2,3.2
Arkansas,2023-03-01,2023,3,2.9
Arkansas,2023-04-01,2023,4,2.5
Arkansas,2023-05-01,2023,5,2.8
Arkansas,2023-06-01,2023,6,3.4
Arkansas,2023-07-01,2023,7,3.6
Arkansas,2023-08-01,2023,8,3.5
Arkansas,2023-09-01,2023,9,3.3
Arkansas,2023-10-01,2023,10,3.0
Arkansas,2023-11-01,2023,11,3.0
Arkansas,2023-12-01,2023,12,3.2
Arkansas,2024-01-01,2024,1,3.8
Arkansas,2024-02-01,2024,2,3.8
Arkansas,2024-03-01,2024,3,3.4
Arkansas,2024-04-01,2024,4,3.0
Arkansas,2024-05-01,2024,5,3.2
Arkansas,2024-06-01,2024,6,3.8
Arkansas,2024-07-01,2024,7,4.0
Arkansas,2024-08-01,2024,8,3.6
Arkansas,2024-09-01,2024,9,3.2
Arkansas,2024-10-01,2024,10,3.1
Arkansas,2024-11-01,2024,11,3.3
Arkansas,2024-12-01,2024,12,3.4
Arkansas,2025-01-01,2025,1,3.9
Arkansas,2025-02-01,2025,2,4.2
Arkansas,2025-03-01,2025,3,3.7
Arkansas,2025-04-01,2025,4,3.2
Arkansas,2025-05-01,2025,5,3.5
Arkansas,2025-06-01,2025,6,4.2
Arkansas,2025-07-01,2025,7,4.3
Arkansas,2025-08-01,2025,8,4.1
Arkansas,2025-09-01,2025,9,4.2
Arkansas,2025-10-01,2025,10,
Arkansas,2025-11-01,2025,11,4.2
Arkansas,2025-12-01,2025,12,4.2
California,2006-01-01,2006,1,5.3
California,2006-02-01,2006,2,5.3
California,2006-03-01,2006,3,5.1
California,2006-04-01,2006,4,4.8
California,2006-05-01,2006,5,4.5
California,2006-06-01,2006,6,4.9
California,2006-07-01,2006,7,5.2
California,2006-08-01,2006,8,4.9
California,2006-09-01,2006,9,4.6
California,2006-10-01,2006,10,4.4
California,2006-11-01,2006,11,4.7
California,2006-12-01,2006,12,4.7
California,2007-01-01,2007,1,5.5
California,2007-02-01,2007,2,5.3
California,2007-03-01,2007,3,5.2
California,2007-04-01,2007,4,5.0
California,2007-05-01,2007,5,4.7
California,2007-06-01,2007,6,5.3
California,2007-07-01,2007,7,5.6
California,2007-08-01,2007,8,5.4
California,2007-09-01,2007,9,5.4
California,2007-10-01,2007,10,5.3
California,2007-11-01,2007,11,5.5
California,2007-12-01,2007,12,5.8
California,2008-01-01,2008,1,6.4
California,2008-02-01,2008,2,6.2
California,2008-03-01,2008,3,6.5
California,2008-04-01,2008,4,6.0
California,2008-05-01,2008,5,6.4
California,2008-06-01,2008,6,7.0
California,2008-07-01,2008,7,7.6
California,2008-08-01,2008,8,7.8
California,2008-09-01,2008,9,7.7
California,2008-10-01,2008,10,8.0
California,2008-11-01,2008,11,8.4
California,2008-12-01,2008,12,9.1
California,2009-01-01,2009,1,10.5
California,2009-02-01,2009,2,10.9
California,2009-03-01,2009,3,11.2
California,2009-04-01,2009,4,10.8
California,2009-05-01,2009,5,11.0
California,2009-06-01,2009,6,11.7
California,2009-07-01,2009,7,12.0
California,2009-08-01,2009,8,11.9
California,2009-09-01,2009,9,11.8
California,2009-10-01,2009,10,11.9
California,2009-11-01,2009,11,11.9
California,2009-12-01,2009,12,12.1
California,2010-01-01,2010,1,13.0
California,2010-02-01,2010,2,12.8
California,2010-03-01,2010,3,12.8
California,2010-04-01,2010,4,12.1
California,2010-05-01,2010,5,11.8
California,2010-06-01,2010,6,12.2
California,2010-07-01,2010,7,12.6
California,2010-08-01,2010,8,12.4
California,2010-09-01,2010,9,12.0
California,2010-10-01,2010,10,11.9
California,2010-11-01,2010,11,12.3
California,2010-12-01,2010,12,12.1
California,2011-01-01,2011,1,12.6
California,2011-02-01,2011,2,12.3
California,2011-03-01,2011,3,12.1
California,2011-04-01,2011,4,11.5
California,2011-05-01,2011,5,11.3
California,2011-06-01,2011,6,12.1
California,2011-07-01,2011,7,12.2
California,2011-08-01,2011,8,11.9
California,2011-09-01,2011,9,11.5
California,2011-10-01,2011,10,11.3
California,2011-11-01,2011,11,11.0
California,2011-12-01,2011,12,11.0
California,2012-01-01,2012,1,11.4
California,2012-02-01,2012,2,11.2
California,2012-03-01,2012,3,11.0
California,2012-04-01,2012,4,10.3
California,2012-05-01,2012,5,10.1
California,2012-06-01,2012,6,10.7
California,2012-07-01,2012,7,10.9
California,2012-08-01,2012,8,10.5
California,2012-09-01,2012,9,9.7
California,2012-10-01,2012,10,9.7
California,2012-11-01,2012,11,9.5
California,2012-12-01,2012,12,9.7
California,2013-01-01,2013,1,10.4
California,2013-02-01,2013,2,9.8
California,2013-03-01,2013,3,9.4
California,2013-04-01,2013,4,8.8
California,2013-05-01,2013,5,8.6
California,2013-06-01,2013,6,9.4
California,2013-07-01,2013,7,9.4
California,2013-08-01,2013,8,9.1
California,2013-09-01,2013,9,8.6
California,2013-10-01,2013,10,8.6
California,2013-11-01,2013,11,8.3
California,2013-12-01,2013,12,8.0
California,2014-01-01,2014,1,8.5
California,2014-02-01,2014,2,8.4
California,2014-03-01,2014,3,8.3
California,2014-04-01,2014,4,7.3
California,2014-05-01,2014,5,7.2
California,2014-06-01,2014,6,7.5
California,2014-07-01,2014,7,8.0
California,2014-08-01,2014,8,7.7
California,2014-09-01,2014,9,7.1
California,2014-10-01,2014,10,7.0
California,2014-11-01,2014,11,7.0
California,2014-12-01,2014,12,6.7
California,2015-01-01,2015,1,7.3
California,2015-02-01,2015,2,6.9
California,2015-03-01,2015,3,6.7
California,2015-04-01,2015,4,6.2
California,2015-05-01,2015,5,6.2
California,2015-06-01,2015,6,6.3
California,2015-07-01,2015,7,6.5
California,2015-08-01,2015,8,6.1
California,2015-09-01,2015,9,5.7
California,2015-10-01,2015,10,5.7
California,2015-11-01,2015,11,5.7
California,2015-12-01,2015,12,5.6
California,2016-01-01,2016,1,6.0
California,2016-02-01,2016,2,5.8
California,2016-03-01,2016,3,5.8
California,2016-04-01,2016,4,5.4
California,2016-05-01,2016,5,4.9
California,2016-06-01,2016,6,5.7
California,2016-07-01,2016,7,5.8
California,2016-08-01,2016,8,5.7
California,2016-09-01,2016,9,5.4
California,2016-10-01,2016,10,5.4
California,2016-11-01,2016,11,5.1
California,2016-12-01,2016,12,5.2
California,2017-01-01,2017,1,5.7
California,2017-02-01,2017,2,5.4
California,2017-03-01,2017,3,5.1
California,2017-04-01,2017,4,4.7
California,2017-05-01,2017,5,4.4
California,2017-06-01,2017,6,4.9
California,2017-07-01,2017,7,5.2
California,2017-08-01,2017,8,5.1
California,2017-09-01,2017,9,4.5
California,2017-10-01,2017,10,4.3
California,2017-11-01,2017,11,4.3
California,2017-12-01,2017,12,4.3
California,2018-01-01,2018,1,4.8
California,2018-02-01,2018,2,4.6
California,2018-03-01,2018,3,4.5
California,2018-04-01,2018,4,4.1
California,2018-05-01,2018,5,3.7
California,2018-06-01,2018,6,4.4
California,2018-07-01,2018,7,4.4
California,2018-08-01,2018,8,4.4
California,2018-09-01,2018,9,4.0
California,2018-10-01,2018,10,4.0
California,2018-11-01,2018,11,4.0
California,2018-12-01,2018,12,4.2
California,2019-01-01,2019,1,4.9
California,2019-02-01,2019,2,4.4
California,2019-03-01,2019,3,4.5
California,2019-04-01,2019,4,3.8
California,2019-05-01,2019,5,3.6
California,2019-06-01,2019,6,4.2
California,2019-07-01,2019,7,4.4
California,2019-08-01,2019,8,4.2
California,2019-09-01,2019,9,3.7
California,2019-10-01,2019,10,3.8
California,2019-11-01,2019,11,3.8
California,2019-12-01,2019,12,3.9
California,2020-01-01,2020,1,4.5
California,2020-02-01,2020,2,4.3
California,2020-03-01,2020,3,6.3
California,2020-04-01,2020,4,15.7
California,2020-05-01,2020,5,15.6
California,2020-06-01,2020,6,13.9
California,2020-07-01,2020,7,13.6
California,2020-08-01,2020,8,11.8
California,2020-09-01,2020,9,9.9
California,2020-10-01,2020,10,8.8
California,2020-11-01,2020,11,8.7
California,2020-12-01,2020,12,8.9
California,2021-01-01,2021,1,9.1
California,2021-02-01,2021,2,8.8
California,2021-03-01,2021,3,8.5
California,2021-04-01,2021,4,8.3
California,2021-05-01,2021,5,7.6
California,2021-06-01,2021,6,8.2
California,2021-07-01,2021,7,7.7
California,2021-08-01,2021,8,7.3
California,2021-09-01,2021,9,6.3
California,2021-10-01,2021,10,5.9
California,2021-11-01,2021,11,5.4
California,2021-12-01,2021,12,5.0
California,2022-01-01,2022,1,5.6
California,2022-02-01,2022,2,5.0
California,2022-03-01,2022,3,4.5
California,2022-04-01,2022,4,4.0
California,2022-05-01,2022,5,3.7
California,2022-06-01,2022,6,4.2
California,2022-07-01,2022,7,4.1
California,2022-08-01,2022,8,4.2
California,2022-09-01,2022,9,3.8
California,2022-10-01,2022,10,4.0
California,2022-11-01,2022,11,4.1
California,2022-12-01,2022,12,4.0
California,2023-01-01,2023,1,4.7
California,2023-02-01,2023,2,4.8
California,2023-03-01,2023,3,4.7
California,2023-04-01,2023,4,4.1
California,2023-05-01,2023,5,4.3
California,2023-06-01,2023,6,4.7
California,2023-07-01,2023,7,4.8
California,2023-08-01,2023,8,5.1
California,2023-09-01,2023,9,4.8
California,2023-10-01,2023,10,4.9
California,2023-11-01,2023,11,4.8
California,2023-12-01,2023,12,4.9
California,2024-01-01,2024,1,5.4
California,2024-02-01,2024,2,5.4
California,2024-03-01,2024,3,5.2
California,2024-04-01,2024,4,4.8
California,2024-05-01,2024,5,4.7
California,2024-06-01,2024,6,5.4
California,2024-07-01,2024,7,5.9
California,2024-08-01,2024,8,5.9
California,2024-09-01,2024,9,5.2
California,2024-10-01,2024,10,5.3
California,2024-11-01,2024,11,5.4
California,2024-12-01,2024,12,5.2
California,2025-01-01,2025,1,5.5
California,2025-02-01,2025,2,5.5
California,2025-03-01,2025,3,5.3
California,2025-04-01,2025,4,5.0
California,2025-05-01,2025,5,5.0
California,2025-06-01,2025,6,5.8
California,2025-07-01,2025,7,6.1
California,2025-08-01,2025,8,5.8
California,2025-09-01,2025,9,5.6
California,2025-10-01,2025,10,
California,2025-11-01,2025,11,5.4
California,2025-12-01,2025,12,5.1
Colorado,2006-01-01,2006,1,4.9
Colorado,2006-02-01,2006,2,4.6
Colorado,2006-03-01,2006,3,4.5
Colorado,2006-04-01,2006,4,4.4
Colorado,2006-05-01,2006,5,4.3
Colorado,2006-06-01,2006,6,4.5
Colorado,2006-07-01,2006,7,4.5
Colorado,2006-08-01,2006,8,4.2
Colorado,2006-09-01,2006,9,3.8
Colorado,2006-10-01,2006,10,3.6
Colorado,2006-11-01,2006,11,3.7
Colorado,2006-12-01,2006,12,3.6
Colorado,2007-01-01,2007,1,4.2
Colorado,2007-02-01,2007,2,3.9
Colorado,2007-03-01,2007,3,3.6
Colorado,2007-04-01,2007,4,3.3
Colorado,2007-05-01,2007,5,3.3
Colorado,2007-06-01,2007,6,3.7
Colorado,2007-07-01,2007,7,3.7
Colorado,2007-08-01,2007,8,3.6
Colorado,2007-09-01,2007,9,3.6
Colorado,2007-10-01,2007,10,3.5
Colorado,2007-11-01,2007,11,3.8
Colorado,2007-12-01,2007,12,4.0
Colorado,2008-01-01,2008,1,4.6
Colorado,2008-02-01,2008,2,4.6
Colorado,2008-03-01,2008,3,4.6
Colorado,2008-04-01,2008,4,4.2
Colorado,2008-05-01,2008,5,4.5
Colorado,2008-06-01,2008,6,4.9
Colorado,2008-07-01,2008,7,5.0
Colorado,2008-08-01,2008,8,4.9
Colorado,2008-09-01,2008,9,4.7
Colorado,2008-10-01,2008,10,5.0
Colorado,2008-11-01,2008,11,5.2
Colorado,2008-12-01,2008,12,5.7
Colorado,2009-01-01,2009,1,7.2
Colorado,2009-02-01,2009,2,7.8
Colorado,2009-03-01,2009,3,8.0
Colorado,2009-04-01,2009,4,8.0
Colorado,2009-05-01,2009,5,8.1
Colorado,2009-06-01,2009,6,8.5
Colorado,2009-07-01,2009,7,8.3
Colorado,2009-08-01,2009,8,7.9
Colorado,2009-09-01,2009,9,7.7
Colorado,2009-10-01,2009,10,7.8
Colorado,2009-11-01,2009,11,7.8
Colorado,2009-12-01,2009,12,8.5
Colorado,2010-01-01,2010,1,9.5
Colorado,2010-02-01,2010,2,9.6
Colorado,2010-03-01,2010,3,9.7
Colorado,2010-04-01,2010,4,9.0
Colorado,2010-05-01,2010,5,8.9
Colorado,2010-06-01,2010,6,9.1
Colorado,2010-07-01,2010,7,9.1
Colorado,2010-08-01,2010,8,9.0
Colorado,2010-09-01,2010,9,8.7
Colorado,2010-10-01,2010,10,8.9
Colorado,2010-11-01,2010,11,9.3
Colorado,2010-12-01,2010,12,9.2
Colorado,2011-01-01,2011,1,9.5
Colorado,2011-02-01,2011,2,9.4
Colorado,2011-03-01,2011,3,9.1
Colorado,2011-04-01,2011,4,8.5
Colorado,2011-05-01,2011,5,8.9
Colorado,2011-06-01,2011,6,8.7
Colorado,2011-07-01,2011,7,8.6
Colorado,2011-08-01,2011,8,8.5
Colorado,2011-09-01,2011,9,8.3
Colorado,2011-10-01,2011,10,8.2
Colorado,2011-11-01,2011,11,8.2
Colorado,2011-12-01,2011,12,8.3
Colorado,2012-01-01,2012,1,8.8
Colorado,2012-02-01,2012,2,8.9
Colorado,2012-03-01,2012,3,8.6
Colorado,2012-04-01,2012,4,8.1
Colorado,2012-05-01,2012,5,8.1
Colorado,2012-06-01,2012,6,8.4
Colorado,2012-07-01,2012,7,8.2
Colorado,2012-08-01,2012,8,7.8
Colorado,2012-09-01,2012,9,7.2
Colorado,2012-10-01,2012,10,7.2
Colorado,2012-11-01,2012,11,7.1
Colorado,2012-12-01,2012,12,7.2
Colorado,2013-01-01,2013,1,7.9
Colorado,2013-02-01,2013,2,7.8
Colorado,2013-03-01,2013,3,7.2
Colorado,2013-04-01,2013,4,6.7
Colorado,2013-05-01,2013,5,6.8
Colorado,2013-06-01,2013,6,7.2
Colorado,2013-07-01,2013,7,6.9
Colorado,2013-08-01,2013,8,6.5
Colorado,2013-09-01,2013,9,6.2
Colorado,2013-10-01,2013,10,6.2
Colorado,2013-11-01,2013,11,6.0
Colorado,2013-12-01,2013,12,5.6
Colorado,2014-01-01,2014,1,6.3
Colorado,2014-02-01,2014,2,6.4
Colorado,2014-03-01,2014,3,6.0
Colorado,2014-04-01,2014,4,5.5
Colorado,2014-05-01,2014,5,5.0
Colorado,2014-06-01,2014,6,5.0
Colorado,2014-07-01,2014,7,4.9
Colorado,2014-08-01,2014,8,4.6
Colorado,2014-09-01,2014,9,4.0
Colorado,2014-10-01,2014,10,4.0
Colorado,2014-11-01,2014,11,4.1
Colorado,2014-12-01,2014,12,3.9
Colorado,2015-01-01,2015,1,4.5
Colorado,2015-02-01,2015,2,4.5
Colorado,2015-03-01,2015,3,4.2
Colorado,2015-04-01,2015,4,3.8
Colorado,2015-05-01,2015,5,3.9
Colorado,2015-06-01,2015,6,3.9
Colorado,2015-07-01,2015,7,3.7
Colorado,2015-08-01,2015,8,3.4
Colorado,2015-09-01,2015,9,3.1
Colorado,2015-10-01,2015,10,3.1
Colorado,2015-11-01,2015,11,3.2
Colorado,2015-12-01,2015,12,3.2
Colorado,2016-01-01,2016,1,3.5
Colorado,2016-02-01,2016,2,3.7
Colorado,2016-03-01,2016,3,3.5
Colorado,2016-04-01,2016,4,3.2
Colorado,2016-05-01,2016,5,3.1
Colorado,2016-06-01,2016,6,3.4
Colorado,2016-07-01,2016,7,3.3
Colorado,2016-08-01,2016,8,3.1
Colorado,2016-09-01,2016,9,2.8
Colorado,2016-10-01,2016,10,2.7
Colorado,2016-11-01,2016,11,2.6
Colorado,2016-12-01,2016,12,2.5
Colorado,2017-01-01,2017,1,3.0
Colorado,2017-02-01,2017,2,2.9
Colorado,2017-03-01,2017,3,2.3
Colorado,2017-04-01,2017,4,2.2
Colorado,2017-05-01,2017,5,2.3
Colorado,2017-06-01,2017,6,2.7
Colorado,2017-07-01,2017,7,2.7
Colorado,2017-08-01,2017,8,2.7
Colorado,2017-09-01,2017,9,2.5
Colorado,2017-10-01,2017,10,2.6
Colorado,2017-11-01,2017,11,2.7
Colorado,2017-12-01,2017,12,2.7
Colorado,2018-01-01,2018,1,3.1
Colorado,2018-02-01,2018,2,3.3
Colorado,2018-03-01,2018,3,3.0
Colorado,2018-04-01,2018,4,2.8
Colorado,2018-05-01,2018,5,2.8
Colorado,2018-06-01,2018,6,3.3
Colorado,2018-07-01,2018,7,3.4
Colorado,2018-08-01,2018,8,3.2
Colorado,2018-09-01,2018,9,2.9
Colorado,2018-10-01,2018,10,2.9
